scene_id,sp_id,spatial_config,ttc_risk,spatial_agree,ttc_agree
Scene_scene_0061_016,SP_scene_0061_016_419f2e209ec0,,,,
Scene_scene_0061_016,SP_scene_0061_016_39d7d4f32fca,Following,,,
Scene_scene_0061_016,SP_scene_0061_016_53d04cffd35b,LeftPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_1c5356f014c9,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_2ec74f1a7c20,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_1abb4887afe7,Following,,,
Scene_scene_0061_016,SP_scene_0061_016_61826acd1e7e,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_14c38d78a035,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_2ee9c81d47a2,Preceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_fd993c189d1e,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_e21ac661ea9a,LeftPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_e034b1322006,,Low,,
Scene_scene_0061_016,SP_scene_0061_016_740a9bcdbe30,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_87659b488378,LeftFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_bcca8fda1e2b,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_243d55d5d952,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_01ed64e2c0dd,LeftPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_624b5e4f835f,LeftPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_6a58fc9959e6,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_6c391d894d28,LeftPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_3290c9feffcc,Following,,,
Scene_scene_0061_016,SP_scene_0061_016_5ffa2bf3f210,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_fc59bb41b774,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_784ff00d9b3d,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_0c510d227720,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_b180c73daa1f,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_39a431c3c508,,,,
Scene_scene_0061_016,SP_scene_0061_016_7d1e9c89197c,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_477d62edbb7c,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_7d67d26af28d,LeftPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_180558f263a0,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_bb56cda1cce5,RightFollowing,,,
Scene_scene_0061_016,SP_scene_0061_016_47aeb030682b,Preceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_53808f599339,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_bb07254f8f45,Preceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_ce3215349918,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_ade706795a62,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_a73577bbdcfe,RightPreceding,Medium,,
Scene_scene_0061_016,SP_scene_0061_016_1e3c025c8eeb,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_c8044bb031d9,RightAlongside,,,
Scene_scene_0061_016,SP_scene_0061_016_ec366b341c11,RightPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_1c0a430db35f,LeftPreceding,Low,,
Scene_scene_0061_016,SP_scene_0061_016_44c44301df23,RightPreceding,Low,,
Scene_scene_0103_009,SP_scene_0103_009_4e0eee6ce8ba,LeftAlongside,,,
Scene_scene_0103_009,SP_scene_0103_009_4819357d6c8b,RightFollowing,,,
Scene_scene_0103_009,SP_scene_0103_009_2b17d909a033,LeftAlongside,Low,,
Scene_scene_0103_009,SP_scene_0103_009_17ea12721b5c,LeftFollowing,,,
Scene_scene_0103_009,SP_scene_0103_009_b7709c7f4dc6,RightPreceding,Low,,
Scene_scene_0103_009,SP_scene_0103_009_86cbf5b990c0,RightFollowing,,,
Scene_scene_0103_009,SP_scene_0103_009_d5409ca89732,RightAlongside,High,,
Scene_scene_0103_009,SP_scene_0103_009_4ef0a96dea45,LeftAlongside,Low,,
Scene_scene_0103_009,SP_scene_0103_009_7a2f347866fa,Preceding,,,
Scene_scene_0103_009,SP_scene_0103_009_fa3a077571b5,RightFollowing,,,
Scene_scene_0103_009,SP_scene_0103_009_a57d75976446,LeftPreceding,Medium,,
Scene_scene_0103_009,SP_scene_0103_009_a9d2e4e4f827,LeftFollowing,,,
Scene_scene_0103_009,SP_scene_0103_009_bf592f9b1456,LeftPreceding,Medium,,
Scene_scene_0103_009,SP_scene_0103_009_b445e2a0e245,LeftFollowing,,,
Scene_scene_0103_009,SP_scene_0103_009_ad562bb7e9b2,RightAlongside,High,,
Scene_scene_0103_009,SP_scene_0103_009_3047227016a2,Following,,,
Scene_scene_0103_009,SP_scene_0103_009_87c10c7c83b6,LeftAlongside,Low,,
Scene_scene_0103_009,SP_scene_0103_009_521bef6a4584,LeftPreceding,Medium,,
Scene_scene_0103_009,SP_scene_0103_009_7a2bd3544506,RightAlongside,High,,
Scene_scene_0103_009,SP_scene_0103_009_c27074ec6aa9,LeftPreceding,Medium,,
Scene_scene_0103_009,SP_scene_0103_009_51bf1bf5c8bb,LeftAlongside,Low,,
Scene_scene_0103_009,SP_scene_0103_009_874e6b33ccf6,LeftFollowing,,,
Scene_scene_0103_009,SP_scene_0103_009_c375527f0aba,LeftPreceding,High,,
Scene_scene_0103_009,SP_scene_0103_009_38f699d453bd,LeftPreceding,Low,,
Scene_scene_0103_009,SP_scene_0103_009_4b554b006fb2,LeftPreceding,High,,
Scene_scene_0103_009,SP_scene_0103_009_af3462ccde5a,RightPreceding,Medium,,
Scene_scene_0103_009,SP_scene_0103_009_fd09bdead8ba,LeftFollowing,,,
Scene_scene_0103_009,SP_scene_0103_009_9a0eb8529a08,LeftPreceding,Medium,,
Scene_scene_0103_009,SP_scene_0103_009_1038d4e5898c,RightAlongside,Medium,,
Scene_scene_0103_009,SP_scene_0103_009_06f87e2ac544,RightPreceding,High,,
Scene_scene_0103_009,SP_scene_0103_009_1b74348028bc,,Low,,
Scene_scene_0103_009,SP_scene_0103_009_d4942571c6fb,LeftPreceding,Medium,,
Scene_scene_0103_009,SP_scene_0103_009_f24ee0f1645f,,Low,,
Scene_scene_0103_009,SP_scene_0103_009_ca9df26435de,RightAlongside,Low,,
Scene_scene_0103_009,SP_scene_0103_009_6198e3b2103f,RightFollowing,,,
Scene_scene_0103_009,SP_scene_0103_009_ab55c3f5d32f,LeftFollowing,,,
Scene_scene_0103_009,SP_scene_0103_009_55f3a8913a78,RightPreceding,Medium,,
Scene_scene_0103_009,SP_scene_0103_009_64ef24bf63b2,RightPreceding,High,,
Scene_scene_0103_009,SP_scene_0103_009_b522b5993d3d,RightAlongside,Low,,
Scene_scene_0103_009,SP_scene_0103_009_0d827452bcd0,LeftFollowing,,,
Scene_scene_0103_009,SP_scene_0103_009_5d6135c27a78,RightPreceding,Medium,,
Scene_scene_0103_009,SP_scene_0103_009_0772ee9b5984,RightPreceding,Low,,
Scene_scene_0103_009,SP_scene_0103_009_5c5460263f17,LeftFollowing,,,
Scene_scene_0103_009,SP_scene_0103_009_ab02ec7b2788,LeftFollowing,,,
Scene_scene_0103_009,SP_scene_0103_009_5b73f518f1da,,Low,,
Scene_scene_0103_009,SP_scene_0103_009_c15100cb5ff3,LeftPreceding,Medium,,
Scene_scene_0103_009,SP_scene_0103_009_517f5747c1cf,LeftAlongside,,,
Scene_scene_0103_009,SP_scene_0103_009_49653850b174,RightPreceding,High,,
Scene_scene_0103_009,SP_scene_0103_009_ebf14fafa5e8,RightPreceding,Medium,,
Scene_scene_0553_033,SP_scene_0553_033_8d0709d1db99,Preceding,,,
Scene_scene_0553_033,SP_scene_0553_033_4c203f75b8d4,Preceding,,,
Scene_scene_0553_033,SP_scene_0553_033_9711383a8f5b,,,,
Scene_scene_0553_033,SP_scene_0553_033_53c5305a368d,,,,
Scene_scene_0553_033,SP_scene_0553_033_363c10eca351,,,,
Scene_scene_0553_033,SP_scene_0553_033_d00749282e82,RightPreceding,,,
Scene_scene_0553_033,SP_scene_0553_033_80b8de3b7093,RightAlongside,,,
Scene_scene_0553_033,SP_scene_0553_033_e8e2e724b2bf,RightFollowing,,,
Scene_scene_0553_033,SP_scene_0553_033_47aadc0c854f,RightPreceding,,,
Scene_scene_0553_033,SP_scene_0553_033_75b2d615ae51,RightFollowing,,,
Scene_scene_0553_033,SP_scene_0553_033_b0228eea3edd,RightPreceding,,,
Scene_scene_0553_033,SP_scene_0553_033_c612ac350e6b,RightPreceding,,,
Scene_scene_0553_033,SP_scene_0553_033_26755270451b,RightFollowing,,,
Scene_scene_0553_033,SP_scene_0553_033_51c941bd256e,LeftFollowing,,,
Scene_scene_0553_033,SP_scene_0553_033_8d84af61208e,RightFollowing,,,
Scene_scene_0553_033,SP_scene_0553_033_64ff2b22ba2b,,,,
Scene_scene_0553_033,SP_scene_0553_033_ae9d66ffe376,Following,,,
Scene_scene_0553_033,SP_scene_0553_033_3a3ebc196434,,,,
Scene_scene_0553_033,SP_scene_0553_033_02ba14a40586,,,,
Scene_scene_0553_033,SP_scene_0553_033_61f35c123df3,Following,,,
Scene_scene_0553_033,SP_scene_0553_033_b333310040ef,,,,
Scene_scene_0553_033,SP_scene_0553_033_e839a29eac0b,,,,
Scene_scene_0553_033,SP_scene_0553_033_c83cb06fa233,,Low,,
Scene_scene_0553_033,SP_scene_0553_033_c37c89fcc369,,Low,,
Scene_scene_0553_033,SP_scene_0553_033_fd500f3c6e2f,LeftFollowing,,,
Scene_scene_0553_033,SP_scene_0553_033_e3756358250e,RightFollowing,,,
Scene_scene_0553_033,SP_scene_0553_033_f1aa6c60b162,RightAlongside,,,
Scene_scene_0553_033,SP_scene_0553_033_5471c049355e,,,,
Scene_scene_0553_033,SP_scene_0553_033_e392d4885fd2,LeftFollowing,,,
Scene_scene_0553_033,SP_scene_0553_033_65403b95054f,RightPreceding,,,
Scene_scene_0553_033,SP_scene_0553_033_64e02920b1d8,,,,
Scene_scene_0553_033,SP_scene_0553_033_2f0e4e3017bb,RightPreceding,,,
Scene_scene_0553_033,SP_scene_0553_033_81eb10da83a2,RightFollowing,,,
Scene_scene_0553_033,SP_scene_0553_033_5f75e8dd8a1a,,,,
Scene_scene_0553_033,SP_scene_0553_033_c4bf8d88ce6e,RightFollowing,,,
Scene_scene_0553_033,SP_scene_0553_033_4ba5c2685e8b,RightFollowing,,,
Scene_scene_0553_033,SP_scene_0553_033_9eeae83b8143,RightPreceding,,,
Scene_scene_0553_033,SP_scene_0553_033_eb21e0dc1349,,,,
Scene_scene_0553_033,SP_scene_0553_033_dad909324f75,LeftFollowing,,,
Scene_scene_0553_033,SP_scene_0553_033_2003f23c50e9,Following,,,
Scene_scene_0553_033,SP_scene_0553_033_ebc1b057a918,,,,
Scene_scene_0553_033,SP_scene_0553_033_0ea38a70fd2e,Preceding,,,
Scene_scene_0553_033,SP_scene_0553_033_a89bf062278b,,,,
Scene_scene_0553_033,SP_scene_0553_033_b956e618e3ce,,Low,,
Scene_scene_0553_033,SP_scene_0553_033_b0148aa7a3d6,RightPreceding,Low,,
Scene_scene_0553_033,SP_scene_0553_033_240bb21e7691,,,,
Scene_scene_0553_033,SP_scene_0553_033_140ccfa8e1c8,RightFollowing,,,
Scene_scene_0553_033,SP_scene_0553_033_cdef45cb318c,LeftAlongside,,,
Scene_scene_0553_033,SP_scene_0553_033_ef4148fd0611,,,,
Scene_scene_0553_041,SP_scene_0553_041_8d0709d1db99,RightPreceding,,,
Scene_scene_0553_041,SP_scene_0553_041_4c203f75b8d4,RightPreceding,,,
Scene_scene_0553_041,SP_scene_0553_041_9711383a8f5b,,,,
Scene_scene_0553_041,SP_scene_0553_041_53c5305a368d,,,,
Scene_scene_0553_041,SP_scene_0553_041_363c10eca351,,,,
Scene_scene_0553_041,SP_scene_0553_041_d00749282e82,RightPreceding,,,
Scene_scene_0553_041,SP_scene_0553_041_80b8de3b7093,RightAlongside,,,
Scene_scene_0553_041,SP_scene_0553_041_e8e2e724b2bf,RightFollowing,,,
Scene_scene_0553_041,SP_scene_0553_041_75b2d615ae51,RightFollowing,,,
Scene_scene_0553_041,SP_scene_0553_041_c612ac350e6b,RightPreceding,,,
Scene_scene_0553_041,SP_scene_0553_041_26755270451b,RightFollowing,,,
Scene_scene_0553_041,SP_scene_0553_041_51c941bd256e,LeftFollowing,,,
Scene_scene_0553_041,SP_scene_0553_041_8d84af61208e,RightFollowing,,,
Scene_scene_0553_041,SP_scene_0553_041_ae9d66ffe376,Following,,,
Scene_scene_0553_041,SP_scene_0553_041_3a3ebc196434,,,,
Scene_scene_0553_041,SP_scene_0553_041_02ba14a40586,,,,
Scene_scene_0553_041,SP_scene_0553_041_61f35c123df3,Following,,,
Scene_scene_0553_041,SP_scene_0553_041_b333310040ef,,,,
Scene_scene_0553_041,SP_scene_0553_041_c83cb06fa233,,,,
Scene_scene_0553_041,SP_scene_0553_041_c37c89fcc369,,Low,,
Scene_scene_0553_041,SP_scene_0553_041_fd500f3c6e2f,LeftFollowing,,,
Scene_scene_0553_041,SP_scene_0553_041_e3756358250e,RightFollowing,,,
Scene_scene_0553_041,SP_scene_0553_041_f1aa6c60b162,RightAlongside,,,
Scene_scene_0553_041,SP_scene_0553_041_e392d4885fd2,LeftFollowing,,,
Scene_scene_0553_041,SP_scene_0553_041_65403b95054f,RightPreceding,,,
Scene_scene_0553_041,SP_scene_0553_041_64e02920b1d8,,,,
Scene_scene_0553_041,SP_scene_0553_041_2f0e4e3017bb,RightPreceding,,,
Scene_scene_0553_041,SP_scene_0553_041_81eb10da83a2,RightFollowing,,,
Scene_scene_0553_041,SP_scene_0553_041_5f75e8dd8a1a,,,,
Scene_scene_0553_041,SP_scene_0553_041_c4bf8d88ce6e,RightFollowing,,,
Scene_scene_0553_041,SP_scene_0553_041_4ba5c2685e8b,RightFollowing,,,
Scene_scene_0553_041,SP_scene_0553_041_9eeae83b8143,RightPreceding,,,
Scene_scene_0553_041,SP_scene_0553_041_eb21e0dc1349,,,,
Scene_scene_0553_041,SP_scene_0553_041_2003f23c50e9,Following,,,
Scene_scene_0553_041,SP_scene_0553_041_ebc1b057a918,,,,
Scene_scene_0553_041,SP_scene_0553_041_0ea38a70fd2e,RightPreceding,,,
Scene_scene_0553_041,SP_scene_0553_041_a89bf062278b,,,,
Scene_scene_0553_041,SP_scene_0553_041_b956e618e3ce,,Low,,
Scene_scene_0553_041,SP_scene_0553_041_b0148aa7a3d6,RightPreceding,,,
Scene_scene_0553_041,SP_scene_0553_041_140ccfa8e1c8,RightFollowing,,,
Scene_scene_0553_041,SP_scene_0553_041_cdef45cb318c,LeftAlongside,,,
